#datatype measurement,double,dateTime:RFC3339
measurement,value,time
Gaz_Analyzer_4,0.013,2022-01-18T07:20:02Z
Gaz_Analyzer_4,0.011,2022-01-18T07:40:02Z
Gaz_Analyzer_4,0.012,2022-01-18T08:00:02Z
Gaz_Analyzer_4,0.014,2022-01-18T08:20:04Z
Gaz_Analyzer_4,0.017,2022-01-18T08:40:03Z
Gaz_Analyzer_4,0.024,2022-01-18T09:00:03Z
Gaz_Analyzer_4,0.016,2022-01-18T09:20:03Z
Gaz_Analyzer_4,0.018,2022-01-18T09:40:03Z
Gaz_Analyzer_4,0.018,2022-01-18T10:00:05Z
Gaz_Analyzer_4,0.018,2022-01-18T10:20:05Z
Gaz_Analyzer_4,0.018,2022-01-18T10:40:02Z
Gaz_Analyzer_4,0.016,2022-01-18T11:00:03Z
Gaz_Analyzer_4,0.019,2022-01-18T11:20:03Z
Gaz_Analyzer_4,0.023,2022-01-18T11:40:03Z
Gaz_Analyzer_4,0.024,2022-01-18T12:00:06Z
Gaz_Analyzer_4,0.029,2022-01-18T12:20:04Z
Gaz_Analyzer_4,0.025,2022-01-18T12:40:04Z
Gaz_Analyzer_4,0.027,2022-01-18T13:00:03Z
Gaz_Analyzer_4,0.029,2022-01-18T13:20:03Z
Gaz_Analyzer_4,0.034,2022-01-18T13:40:02Z
Gaz_Analyzer_4,0.04,2022-01-18T14:00:03Z
Gaz_Analyzer_4,0.048,2022-01-18T14:20:03Z
Gaz_Analyzer_4,0.043,2022-01-18T14:40:02Z
Gaz_Analyzer_4,0.038,2022-01-18T15:00:03Z
Gaz_Analyzer_4,0.046,2022-01-18T15:20:02Z
Gaz_Analyzer_4,0.037,2022-01-18T15:40:02Z
Gaz_Analyzer_4,0.036,2022-01-18T16:00:04Z
Gaz_Analyzer_4,0.038,2022-01-18T16:20:03Z
Gaz_Analyzer_4,0.038,2022-01-18T16:40:02Z
Gaz_Analyzer_4,0.039,2022-01-18T17:00:03Z
Gaz_Analyzer_4,0.04,2022-01-18T17:20:02Z
Gaz_Analyzer_4,0.041,2022-01-18T17:40:02Z
Gaz_Analyzer_4,0.044,2022-01-18T18:00:02Z
Gaz_Analyzer_4,0.046,2022-01-18T18:20:03Z
Gaz_Analyzer_4,0.046,2022-01-18T18:40:02Z
Gaz_Analyzer_4,0.048,2022-01-18T19:00:02Z
Gaz_Analyzer_4,0.046,2022-01-18T19:20:04Z
Gaz_Analyzer_4,0.041,2022-01-18T19:40:02Z
Gaz_Analyzer_4,0.042,2022-01-18T20:00:02Z
Gaz_Analyzer_4,0.042,2022-01-18T20:20:02Z
Gaz_Analyzer_4,0.042,2022-01-18T20:40:04Z
Gaz_Analyzer_4,0.042,2022-01-18T21:00:02Z
Gaz_Analyzer_4,0.038,2022-01-18T21:20:02Z
Gaz_Analyzer_4,0.04,2022-01-18T21:40:03Z
Gaz_Analyzer_4,0.037,2022-01-18T22:00:03Z
Gaz_Analyzer_4,0.04,2022-01-18T22:20:03Z
Gaz_Analyzer_4,0.038,2022-01-18T22:40:03Z
Gaz_Analyzer_4,0.042,2022-01-18T23:00:04Z
Gaz_Analyzer_4,0.045,2022-01-18T23:20:03Z
Gaz_Analyzer_4,0.044,2022-01-18T23:40:02Z
Gaz_Analyzer_4,0.049,2022-01-19T00:00:02Z
Gaz_Analyzer_4,0.05,2022-01-19T00:20:03Z
Gaz_Analyzer_4,0.05,2022-01-19T00:40:03Z
Gaz_Analyzer_4,0.049,2022-01-19T01:00:04Z
Gaz_Analyzer_4,0.045,2022-01-19T01:20:02Z
Gaz_Analyzer_4,0.044,2022-01-19T01:40:03Z
Gaz_Analyzer_4,0.046,2022-01-19T02:00:04Z
Gaz_Analyzer_4,0.045,2022-01-19T02:20:03Z
Gaz_Analyzer_4,0.052,2022-01-19T02:40:01Z
Gaz_Analyzer_4,0.042,2022-01-19T03:00:03Z
Gaz_Analyzer_4,0.038,2022-01-19T03:20:03Z
Gaz_Analyzer_4,0.036,2022-01-19T03:40:04Z
Gaz_Analyzer_4,0.034,2022-01-19T04:00:04Z
Gaz_Analyzer_4,0.036,2022-01-19T04:20:02Z
Gaz_Analyzer_4,0.036,2022-01-19T04:40:03Z
Gaz_Analyzer_4,0.036,2022-01-19T05:00:03Z
Gaz_Analyzer_4,0.04,2022-01-19T05:20:05Z
Gaz_Analyzer_4,0.04,2022-01-19T05:40:02Z
Gaz_Analyzer_4,0.042,2022-01-19T06:00:03Z
Gaz_Analyzer_4,0.033,2022-01-19T06:20:04Z
Gaz_Analyzer_4,0.032,2022-01-19T07:20:03Z
Gaz_Analyzer_4,0.032,2022-01-19T07:40:02Z
Gaz_Analyzer_4,0.034,2022-01-19T08:00:05Z
Gaz_Analyzer_4,0.032,2022-01-19T08:20:03Z
Gaz_Analyzer_4,0.035,2022-01-19T08:40:11Z
Gaz_Analyzer_4,0.034,2022-01-19T09:00:02Z
Gaz_Analyzer_4,0.029,2022-01-19T09:20:03Z
Gaz_Analyzer_4,0.032,2022-01-19T09:40:03Z
Gaz_Analyzer_4,0.028,2022-01-19T10:00:03Z
Gaz_Analyzer_4,0.026,2022-01-19T10:20:05Z
Gaz_Analyzer_4,0.025,2022-01-19T10:40:05Z
Gaz_Analyzer_4,0.027,2022-01-19T11:00:02Z
Gaz_Analyzer_4,0.028,2022-01-19T11:20:03Z
Gaz_Analyzer_4,0.029,2022-01-19T11:40:02Z
Gaz_Analyzer_4,0.031,2022-01-19T12:00:04Z
Gaz_Analyzer_4,0.029,2022-01-19T12:20:02Z
Gaz_Analyzer_4,0.03,2022-01-19T12:40:03Z
Gaz_Analyzer_4,0.029,2022-01-19T13:00:04Z
Gaz_Analyzer_4,0.028,2022-01-19T13:20:03Z
Gaz_Analyzer_4,0.046,2022-01-19T13:40:04Z
Gaz_Analyzer_4,0.062,2022-01-19T14:00:04Z
Gaz_Analyzer_4,0.063,2022-01-19T14:20:07Z
Gaz_Analyzer_4,0.069,2022-01-19T14:40:05Z
Gaz_Analyzer_4,0.077,2022-01-19T15:00:04Z
Gaz_Analyzer_4,0.102,2022-01-19T15:20:04Z
Gaz_Analyzer_4,0.097,2022-01-19T15:40:02Z
Gaz_Analyzer_4,0.086,2022-01-19T16:00:04Z
Gaz_Analyzer_4,0.092,2022-01-19T16:20:04Z
Gaz_Analyzer_4,0.088,2022-01-19T16:40:03Z
Gaz_Analyzer_4,0.088,2022-01-19T17:00:05Z
Gaz_Analyzer_4,0.078,2022-01-19T17:20:03Z
Gaz_Analyzer_4,0.07,2022-01-19T17:40:03Z
Gaz_Analyzer_4,0.07,2022-01-19T18:00:03Z
Gaz_Analyzer_4,0.076,2022-01-19T18:20:03Z
Gaz_Analyzer_4,0.086,2022-01-19T18:40:04Z
Gaz_Analyzer_4,0.072,2022-01-19T19:00:03Z
Gaz_Analyzer_4,0.07,2022-01-19T19:20:04Z
Gaz_Analyzer_4,0.069,2022-01-19T19:40:02Z
Gaz_Analyzer_4,0.068,2022-01-19T20:00:03Z
Gaz_Analyzer_4,0.07,2022-01-19T20:20:03Z
Gaz_Analyzer_4,0.061,2022-01-19T20:40:03Z
Gaz_Analyzer_4,0.054,2022-01-19T21:00:03Z
Gaz_Analyzer_4,0.058,2022-01-19T21:20:03Z
Gaz_Analyzer_4,0.067,2022-01-19T21:40:04Z
Gaz_Analyzer_4,0.067,2022-01-19T22:00:03Z
Gaz_Analyzer_4,0.066,2022-01-19T22:20:06Z
Gaz_Analyzer_4,0.063,2022-01-19T22:40:02Z
Gaz_Analyzer_4,0.064,2022-01-19T23:00:06Z
Gaz_Analyzer_4,0.065,2022-01-19T23:20:03Z
Gaz_Analyzer_4,0.073,2022-01-19T23:40:04Z
Gaz_Analyzer_4,0.076,2022-01-20T00:00:04Z
Gaz_Analyzer_4,0.072,2022-01-20T00:20:03Z
Gaz_Analyzer_4,0.078,2022-01-20T00:40:02Z
Gaz_Analyzer_4,0.092,2022-01-20T01:00:03Z
Gaz_Analyzer_4,0.056,2022-01-20T01:20:03Z
Gaz_Analyzer_4,0.06,2022-01-20T01:40:02Z
Gaz_Analyzer_4,0.061,2022-01-20T02:00:03Z
Gaz_Analyzer_4,0.064,2022-01-20T02:20:01Z
Gaz_Analyzer_4,0.055,2022-01-20T02:40:03Z
Gaz_Analyzer_4,0.053,2022-01-20T03:00:03Z
Gaz_Analyzer_4,0.059,2022-01-20T03:20:02Z
Gaz_Analyzer_4,0.068,2022-01-20T03:40:02Z
Gaz_Analyzer_4,0.064,2022-01-20T04:00:03Z
Gaz_Analyzer_4,0.066,2022-01-20T04:20:03Z
Gaz_Analyzer_4,0.078,2022-01-20T04:40:03Z
Gaz_Analyzer_4,0.08,2022-01-20T05:00:02Z
Gaz_Analyzer_4,0.082,2022-01-20T05:20:03Z
Gaz_Analyzer_4,0.076,2022-01-20T05:40:02Z
Gaz_Analyzer_4,0.06,2022-01-20T06:00:03Z
Gaz_Analyzer_4,0.076,2022-01-20T06:20:04Z
Gaz_Analyzer_4,0.082,2022-01-20T06:40:03Z
Gaz_Analyzer_4,0.077,2022-01-20T07:00:03Z
Gaz_Analyzer_4,0.081,2022-01-20T07:20:03Z
Gaz_Analyzer_4,0.066,2022-01-20T07:40:02Z
Gaz_Analyzer_4,0.076,2022-01-20T08:00:03Z
Gaz_Analyzer_4,0.086,2022-01-20T08:20:03Z
Gaz_Analyzer_4,0.065,2022-01-20T08:40:03Z
Gaz_Analyzer_4,0.089,2022-01-20T09:00:04Z
Gaz_Analyzer_4,0.078,2022-01-20T09:20:03Z
Gaz_Analyzer_4,0.073,2022-01-20T09:40:05Z
Gaz_Analyzer_4,0.193,2022-01-20T10:00:04Z
Gaz_Analyzer_4,0.19,2022-01-20T10:20:05Z
Gaz_Analyzer_4,0.2,2022-01-20T10:40:06Z
Gaz_Analyzer_4,0.198,2022-01-20T11:00:03Z
Gaz_Analyzer_4,0.168,2022-01-20T11:20:04Z
Gaz_Analyzer_4,0.117,2022-01-20T11:40:04Z
Gaz_Analyzer_4,0.17,2022-01-20T12:00:03Z
Gaz_Analyzer_4,0.177,2022-01-20T12:20:03Z
Gaz_Analyzer_4,0.19,2022-01-20T12:40:04Z
Gaz_Analyzer_4,0.181,2022-01-20T13:00:03Z
Gaz_Analyzer_4,0.134,2022-01-20T13:20:05Z
Gaz_Analyzer_4,0.133,2022-01-20T13:40:03Z
Gaz_Analyzer_4,0.15,2022-01-20T14:00:06Z
Gaz_Analyzer_4,0.124,2022-01-20T14:20:04Z
Gaz_Analyzer_4,0.165,2022-01-20T14:40:04Z
Gaz_Analyzer_4,0.173,2022-01-20T15:00:04Z
Gaz_Analyzer_4,0.158,2022-01-20T15:20:04Z
Gaz_Analyzer_4,0.156,2022-01-20T15:40:03Z
Gaz_Analyzer_4,0.165,2022-01-20T16:00:05Z
Gaz_Analyzer_4,0.163,2022-01-20T16:20:05Z
Gaz_Analyzer_4,0.167,2022-01-20T16:40:06Z
Gaz_Analyzer_4,0.161,2022-01-20T17:00:05Z
Gaz_Analyzer_4,0.167,2022-01-20T17:20:03Z
Gaz_Analyzer_4,0.151,2022-01-20T17:40:06Z
Gaz_Analyzer_4,0.141,2022-01-20T18:00:06Z
Gaz_Analyzer_4,0.137,2022-01-20T18:20:03Z
Gaz_Analyzer_4,0.152,2022-01-20T18:40:07Z
Gaz_Analyzer_4,0.206,2022-01-20T19:00:09Z
Gaz_Analyzer_4,0.217,2022-01-20T19:20:08Z
Gaz_Analyzer_4,0.204,2022-01-20T19:40:03Z
Gaz_Analyzer_4,0.21,2022-01-20T20:00:03Z
Gaz_Analyzer_4,0.197,2022-01-20T20:20:03Z
Gaz_Analyzer_4,0.146,2022-01-20T20:40:07Z
Gaz_Analyzer_4,0.134,2022-01-20T21:00:03Z
Gaz_Analyzer_4,0.122,2022-01-20T21:20:05Z
Gaz_Analyzer_4,0.112,2022-01-20T21:40:05Z
Gaz_Analyzer_4,0.112,2022-01-20T22:00:03Z
Gaz_Analyzer_4,0.117,2022-01-20T22:20:05Z
Gaz_Analyzer_4,0.113,2022-01-20T22:40:07Z
Gaz_Analyzer_4,0.115,2022-01-20T23:00:04Z
Gaz_Analyzer_4,0.12,2022-01-20T23:20:05Z
Gaz_Analyzer_4,0.127,2022-01-20T23:40:02Z
Gaz_Analyzer_4,0.125,2022-01-21T00:00:05Z
Gaz_Analyzer_4,0.125,2022-01-21T00:20:03Z
Gaz_Analyzer_4,0.14,2022-01-21T00:40:02Z
Gaz_Analyzer_4,0.157,2022-01-21T01:00:03Z
Gaz_Analyzer_4,0.162,2022-01-21T01:20:03Z
Gaz_Analyzer_4,0.181,2022-01-21T01:40:04Z
Gaz_Analyzer_4,0.152,2022-01-21T02:00:03Z
Gaz_Analyzer_4,0.156,2022-01-21T02:20:03Z
Gaz_Analyzer_4,0.147,2022-01-21T02:40:03Z
Gaz_Analyzer_4,0.157,2022-01-21T03:00:05Z
Gaz_Analyzer_4,0.174,2022-01-21T03:20:03Z
Gaz_Analyzer_4,0.191,2022-01-21T03:40:04Z
Gaz_Analyzer_4,0.188,2022-01-21T04:00:03Z
Gaz_Analyzer_4,0.189,2022-01-21T04:20:02Z
Gaz_Analyzer_4,0.197,2022-01-21T04:40:03Z
Gaz_Analyzer_4,0.213,2022-01-21T05:00:03Z
Gaz_Analyzer_4,0.233,2022-01-21T05:20:03Z
Gaz_Analyzer_4,0.225,2022-01-21T05:40:05Z
Gaz_Analyzer_4,0.278,2022-01-21T06:00:05Z
Gaz_Analyzer_4,0.259,2022-01-21T06:20:04Z
Gaz_Analyzer_4,0.286,2022-01-21T06:40:03Z
Gaz_Analyzer_4,0.263,2022-01-21T07:00:04Z
Gaz_Analyzer_4,0.253,2022-01-21T07:20:05Z
Gaz_Analyzer_4,0.233,2022-01-21T07:40:04Z
Gaz_Analyzer_4,0.258,2022-01-21T08:20:03Z
Gaz_Analyzer_4,0.208,2022-01-21T08:40:05Z
Gaz_Analyzer_4,0.194,2022-01-21T09:00:03Z
Gaz_Analyzer_4,0.25,2022-01-21T09:20:03Z
Gaz_Analyzer_4,0.233,2022-01-21T09:40:06Z
Gaz_Analyzer_4,0.246,2022-01-21T10:00:04Z
Gaz_Analyzer_4,0.249,2022-01-21T10:20:03Z
Gaz_Analyzer_4,0.275,2022-01-21T10:40:03Z
Gaz_Analyzer_4,0.252,2022-01-21T11:00:02Z
Gaz_Analyzer_4,0.247,2022-01-21T11:20:03Z
Gaz_Analyzer_4,0.242,2022-01-21T11:40:02Z
Gaz_Analyzer_4,0.245,2022-01-21T12:00:05Z
Gaz_Analyzer_4,0.26,2022-01-21T12:20:03Z
Gaz_Analyzer_4,0.302,2022-01-21T12:40:05Z
Gaz_Analyzer_4,0.283,2022-01-21T13:00:05Z
Gaz_Analyzer_4,0.284,2022-01-21T13:20:05Z
Gaz_Analyzer_4,0.297,2022-01-21T13:40:06Z
Gaz_Analyzer_4,0.288,2022-01-21T14:00:04Z
Gaz_Analyzer_4,0.297,2022-01-21T14:20:05Z
Gaz_Analyzer_4,0.351,2022-01-21T14:40:05Z
Gaz_Analyzer_4,0.32,2022-01-21T15:00:05Z
Gaz_Analyzer_4,0.306,2022-01-21T15:20:03Z
Gaz_Analyzer_4,0.29,2022-01-21T15:40:05Z
Gaz_Analyzer_4,0.278,2022-01-21T16:00:06Z
Gaz_Analyzer_4,0.308,2022-01-21T16:20:04Z
Gaz_Analyzer_4,0.32,2022-01-21T16:40:05Z
Gaz_Analyzer_4,0.374,2022-01-21T17:00:08Z
Gaz_Analyzer_4,0.334,2022-01-21T17:20:04Z
Gaz_Analyzer_4,0.324,2022-01-21T17:40:03Z
Gaz_Analyzer_4,0.312,2022-01-21T18:00:05Z
Gaz_Analyzer_4,0.283,2022-01-21T18:20:02Z
Gaz_Analyzer_4,0.26,2022-01-21T18:40:02Z
Gaz_Analyzer_4,0.249,2022-01-21T19:00:02Z
Gaz_Analyzer_4,0.25,2022-01-21T19:20:04Z
Gaz_Analyzer_4,0.24,2022-01-21T19:40:02Z
Gaz_Analyzer_4,0.228,2022-01-21T20:00:04Z
Gaz_Analyzer_4,0.197,2022-01-21T20:20:03Z
Gaz_Analyzer_4,0.206,2022-01-21T20:40:03Z
Gaz_Analyzer_4,0.228,2022-01-21T21:00:03Z
Gaz_Analyzer_4,0.254,2022-01-21T21:20:03Z
Gaz_Analyzer_4,0.243,2022-01-21T21:40:04Z
Gaz_Analyzer_4,0.222,2022-01-21T22:00:05Z
Gaz_Analyzer_4,0.213,2022-01-21T22:20:05Z
Gaz_Analyzer_4,0.2,2022-01-21T22:40:08Z
Gaz_Analyzer_4,0.2,2022-01-21T23:00:11Z
Gaz_Analyzer_4,0.192,2022-01-21T23:20:04Z
Gaz_Analyzer_4,0.188,2022-01-21T23:40:03Z
Gaz_Analyzer_4,0.181,2022-01-22T00:00:05Z
Gaz_Analyzer_4,0.166,2022-01-22T00:20:03Z
Gaz_Analyzer_4,0.167,2022-01-22T00:40:03Z
Gaz_Analyzer_4,0.15,2022-01-22T01:00:03Z
Gaz_Analyzer_4,0.171,2022-01-22T01:20:03Z
Gaz_Analyzer_4,0.248,2022-01-22T01:40:03Z
Gaz_Analyzer_4,0.253,2022-01-22T02:00:06Z
Gaz_Analyzer_4,0.254,2022-01-22T02:20:03Z
Gaz_Analyzer_4,0.214,2022-01-22T02:40:04Z
Gaz_Analyzer_4,0.181,2022-01-22T03:00:03Z
Gaz_Analyzer_4,0.132,2022-01-22T03:20:02Z
Gaz_Analyzer_4,0.142,2022-01-22T03:40:02Z
Gaz_Analyzer_4,0.138,2022-01-22T04:00:02Z
Gaz_Analyzer_4,0.161,2022-01-22T04:20:03Z
Gaz_Analyzer_4,0.214,2022-01-22T04:40:02Z
Gaz_Analyzer_4,0.264,2022-01-22T05:00:04Z
Gaz_Analyzer_4,0.33,2022-01-22T05:20:03Z
Gaz_Analyzer_4,0.308,2022-01-22T05:40:03Z
Gaz_Analyzer_4,0.219,2022-01-22T06:00:02Z
Gaz_Analyzer_4,0.207,2022-01-22T06:20:04Z
Gaz_Analyzer_4,0.195,2022-01-22T06:40:02Z
Gaz_Analyzer_4,0.203,2022-01-22T07:00:06Z
Gaz_Analyzer_4,0.171,2022-01-22T07:20:02Z
Gaz_Analyzer_4,0.19,2022-01-22T07:40:02Z
Gaz_Analyzer_4,0.282,2022-01-22T08:00:04Z
Gaz_Analyzer_4,0.29,2022-01-22T08:20:02Z
Gaz_Analyzer_4,0.25,2022-01-22T08:40:04Z
Gaz_Analyzer_4,0.176,2022-01-22T09:00:04Z
Gaz_Analyzer_4,0.158,2022-01-22T09:20:02Z
Gaz_Analyzer_4,0.112,2022-01-22T09:40:02Z
Gaz_Analyzer_4,0.106,2022-01-22T10:00:04Z
Gaz_Analyzer_4,0.094,2022-01-22T10:20:04Z
Gaz_Analyzer_4,0.11,2022-01-22T10:40:04Z
Gaz_Analyzer_4,0.113,2022-01-22T11:00:03Z
Gaz_Analyzer_4,0.174,2022-01-22T11:20:04Z
Gaz_Analyzer_4,0.154,2022-01-22T11:40:03Z
Gaz_Analyzer_4,0.183,2022-01-22T12:00:03Z
Gaz_Analyzer_4,0.237,2022-01-22T12:20:02Z
Gaz_Analyzer_4,0.265,2022-01-22T12:40:03Z
Gaz_Analyzer_4,0.345,2022-01-22T13:00:04Z
Gaz_Analyzer_4,0.345,2022-01-22T13:20:04Z
Gaz_Analyzer_4,0.327,2022-01-22T13:40:03Z
Gaz_Analyzer_4,0.346,2022-01-22T14:00:04Z
Gaz_Analyzer_4,0.395,2022-01-22T14:20:03Z
Gaz_Analyzer_4,0.508,2022-01-22T14:40:04Z
Gaz_Analyzer_4,0.536,2022-01-22T15:00:03Z
Gaz_Analyzer_4,0.53,2022-01-22T15:20:03Z
Gaz_Analyzer_4,0.531,2022-01-22T15:40:03Z
Gaz_Analyzer_4,0.567,2022-01-22T16:00:03Z
Gaz_Analyzer_4,0.586,2022-01-22T16:20:03Z
Gaz_Analyzer_4,0.581,2022-01-22T16:40:03Z
Gaz_Analyzer_4,0.577,2022-01-22T17:00:04Z
Gaz_Analyzer_4,0.574,2022-01-22T17:20:04Z
Gaz_Analyzer_4,0.604,2022-01-22T17:40:03Z
Gaz_Analyzer_4,0.723,2022-01-22T18:00:03Z
Gaz_Analyzer_4,0.693,2022-01-22T18:20:03Z
Gaz_Analyzer_4,0.822,2022-01-22T18:40:05Z
Gaz_Analyzer_4,0.735,2022-01-22T19:00:03Z
Gaz_Analyzer_4,0.596,2022-01-22T19:20:04Z
Gaz_Analyzer_4,0.484,2022-01-22T19:40:03Z
Gaz_Analyzer_4,0.512,2022-01-22T20:00:02Z
Gaz_Analyzer_4,0.502,2022-01-22T20:20:03Z
Gaz_Analyzer_4,0.472,2022-01-22T20:40:04Z
Gaz_Analyzer_4,0.39,2022-01-22T21:00:03Z
Gaz_Analyzer_4,0.381,2022-01-22T21:20:04Z
Gaz_Analyzer_4,0.388,2022-01-22T21:40:06Z
Gaz_Analyzer_4,0.446,2022-01-22T22:00:03Z
Gaz_Analyzer_4,0.445,2022-01-22T22:20:05Z
Gaz_Analyzer_4,0.453,2022-01-22T22:40:05Z
Gaz_Analyzer_4,0.368,2022-01-22T23:00:04Z
Gaz_Analyzer_4,0.341,2022-01-22T23:20:03Z
Gaz_Analyzer_4,0.339,2022-01-22T23:40:04Z
Gaz_Analyzer_4,0.34,2022-01-23T00:00:02Z
Gaz_Analyzer_4,0.284,2022-01-23T00:20:06Z
Gaz_Analyzer_4,0.266,2022-01-23T00:40:04Z
Gaz_Analyzer_4,0.255,2022-01-23T01:00:08Z
Gaz_Analyzer_4,0.256,2022-01-23T01:20:06Z
Gaz_Analyzer_4,0.248,2022-01-23T01:40:04Z
Gaz_Analyzer_4,0.231,2022-01-23T02:00:04Z
Gaz_Analyzer_4,0.241,2022-01-23T02:20:03Z
Gaz_Analyzer_4,0.265,2022-01-23T02:40:04Z
Gaz_Analyzer_4,0.308,2022-01-23T03:00:04Z
Gaz_Analyzer_4,0.298,2022-01-23T03:20:04Z
Gaz_Analyzer_4,0.308,2022-01-23T03:40:03Z
Gaz_Analyzer_4,0.318,2022-01-23T04:00:03Z
Gaz_Analyzer_4,0.311,2022-01-23T04:20:04Z
Gaz_Analyzer_4,0.322,2022-01-23T04:40:03Z
Gaz_Analyzer_4,0.34,2022-01-23T05:00:04Z
Gaz_Analyzer_4,0.312,2022-01-23T05:20:04Z
Gaz_Analyzer_4,0.322,2022-01-23T05:40:03Z
Gaz_Analyzer_4,0.351,2022-01-23T06:00:03Z
Gaz_Analyzer_4,0.399,2022-01-23T06:20:03Z
Gaz_Analyzer_4,0.371,2022-01-23T06:40:03Z
Gaz_Analyzer_4,0.366,2022-01-23T07:00:04Z
Gaz_Analyzer_4,0.364,2022-01-23T07:20:03Z
Gaz_Analyzer_4,0.368,2022-01-23T07:40:02Z
Gaz_Analyzer_4,0.43,2022-01-23T08:00:04Z
Gaz_Analyzer_4,0.45,2022-01-23T08:20:02Z
Gaz_Analyzer_4,0.467,2022-01-23T08:40:03Z
Gaz_Analyzer_4,0.426,2022-01-23T09:00:03Z
Gaz_Analyzer_4,0.376,2022-01-23T09:20:02Z
Gaz_Analyzer_4,0.446,2022-01-23T09:40:02Z
Gaz_Analyzer_4,0.336,2022-01-23T10:00:03Z
Gaz_Analyzer_4,0.343,2022-01-23T10:20:03Z
Gaz_Analyzer_4,0.355,2022-01-23T10:40:04Z
Gaz_Analyzer_4,0.315,2022-01-23T11:00:04Z
Gaz_Analyzer_4,0.355,2022-01-23T11:20:03Z
Gaz_Analyzer_4,0.368,2022-01-23T11:40:05Z
Gaz_Analyzer_4,0.371,2022-01-23T12:00:03Z
Gaz_Analyzer_4,0.36,2022-01-23T12:20:04Z
Gaz_Analyzer_4,0.42,2022-01-23T12:40:02Z
Gaz_Analyzer_4,0.45,2022-01-23T13:00:05Z
Gaz_Analyzer_4,0.438,2022-01-23T13:20:03Z
Gaz_Analyzer_4,0.419,2022-01-23T13:40:04Z
Gaz_Analyzer_4,0.413,2022-01-23T14:00:06Z
Gaz_Analyzer_4,0.47,2022-01-23T14:20:03Z
Gaz_Analyzer_4,0.623,2022-01-23T14:40:04Z
Gaz_Analyzer_4,0.824,2022-01-23T15:00:04Z
Gaz_Analyzer_4,0.933,2022-01-23T15:20:04Z
Gaz_Analyzer_4,0.941,2022-01-23T15:40:04Z
Gaz_Analyzer_4,0.842,2022-01-23T16:00:10Z
Gaz_Analyzer_4,0.833,2022-01-23T16:20:02Z
Gaz_Analyzer_4,0.709,2022-01-23T16:40:04Z
Gaz_Analyzer_4,0.562,2022-01-23T17:00:04Z
Gaz_Analyzer_4,0.5,2022-01-23T17:20:02Z
Gaz_Analyzer_4,0.476,2022-01-23T17:40:04Z
Gaz_Analyzer_4,0.443,2022-01-23T18:00:02Z
Gaz_Analyzer_4,0.478,2022-01-23T18:20:04Z
Gaz_Analyzer_4,0.502,2022-01-23T18:40:05Z
Gaz_Analyzer_4,0.497,2022-01-23T19:00:05Z
Gaz_Analyzer_4,0.476,2022-01-23T19:20:02Z
Gaz_Analyzer_4,0.448,2022-01-23T19:40:04Z
Gaz_Analyzer_4,0.412,2022-01-23T20:00:05Z
Gaz_Analyzer_4,0.374,2022-01-23T20:20:04Z
Gaz_Analyzer_4,0.373,2022-01-23T20:40:04Z
Gaz_Analyzer_4,0.36,2022-01-23T21:00:02Z
Gaz_Analyzer_4,0.322,2022-01-23T21:20:02Z
Gaz_Analyzer_4,0.316,2022-01-23T21:40:03Z
Gaz_Analyzer_4,0.294,2022-01-23T22:00:04Z
Gaz_Analyzer_4,0.28,2022-01-23T22:20:06Z
Gaz_Analyzer_4,0.305,2022-01-23T22:40:06Z
Gaz_Analyzer_4,0.268,2022-01-23T23:00:04Z
Gaz_Analyzer_4,0.31,2022-01-23T23:20:04Z
Gaz_Analyzer_4,0.298,2022-01-23T23:40:03Z
Gaz_Analyzer_4,0.324,2022-01-24T00:00:06Z
Gaz_Analyzer_4,0.362,2022-01-24T00:20:04Z
Gaz_Analyzer_4,0.312,2022-01-24T00:40:03Z
Gaz_Analyzer_4,0.301,2022-01-24T01:00:04Z
Gaz_Analyzer_4,0.291,2022-01-24T01:20:04Z
Gaz_Analyzer_4,0.297,2022-01-24T01:40:03Z
Gaz_Analyzer_4,0.345,2022-01-24T02:00:03Z
Gaz_Analyzer_4,0.324,2022-01-24T02:20:05Z
Gaz_Analyzer_4,0.261,2022-01-24T02:40:05Z
Gaz_Analyzer_4,0.273,2022-01-24T03:00:04Z
Gaz_Analyzer_4,0.252,2022-01-24T03:20:04Z
Gaz_Analyzer_4,0.247,2022-01-24T03:40:05Z
Gaz_Analyzer_4,0.3,2022-01-24T04:00:04Z
Gaz_Analyzer_4,0.283,2022-01-24T04:20:04Z
Gaz_Analyzer_4,0.217,2022-01-24T04:40:04Z
Gaz_Analyzer_4,0.264,2022-01-24T05:00:07Z
Gaz_Analyzer_4,0.289,2022-01-24T05:20:04Z
Gaz_Analyzer_4,0.237,2022-01-24T05:40:05Z
Gaz_Analyzer_4,0.211,2022-01-24T06:00:03Z
Gaz_Analyzer_4,0.184,2022-01-24T06:20:03Z
Gaz_Analyzer_4,0.197,2022-01-24T06:40:06Z
Gaz_Analyzer_4,0.151,2022-01-24T07:00:03Z
Gaz_Analyzer_4,0.136,2022-01-24T07:20:03Z
Gaz_Analyzer_4,0.136,2022-01-24T07:40:04Z
Gaz_Analyzer_4,0.118,2022-01-24T08:00:03Z
Gaz_Analyzer_4,0.092,2022-01-24T08:20:04Z
Gaz_Analyzer_4,0.068,2022-01-24T08:40:05Z
Gaz_Analyzer_4,0.049,2022-01-24T09:00:06Z
Gaz_Analyzer_4,0.043,2022-01-24T09:20:04Z
