#datatype measurement,double,dateTime:RFC3339
measurement,value,time
Gaz_Analyzer_8,0.159,2022-01-24T02:20:04Z
Gaz_Analyzer_8,0.218,2022-01-24T02:40:05Z
Gaz_Analyzer_8,0.278,2022-01-24T03:00:04Z
Gaz_Analyzer_8,0.376,2022-01-24T03:20:04Z
Gaz_Analyzer_8,0.328,2022-01-24T03:40:05Z
Gaz_Analyzer_8,0.31,2022-01-24T04:00:03Z
Gaz_Analyzer_8,0.272,2022-01-24T04:20:03Z
Gaz_Analyzer_8,0.312,2022-01-24T04:40:04Z
Gaz_Analyzer_8,0.372,2022-01-24T05:00:06Z
Gaz_Analyzer_8,0.403,2022-01-24T05:20:05Z
Gaz_Analyzer_8,0.414,2022-01-24T05:40:05Z
Gaz_Analyzer_8,0.66,2022-01-24T06:00:04Z
Gaz_Analyzer_8,0.625,2022-01-24T06:20:05Z
Gaz_Analyzer_8,0.61,2022-01-24T06:40:02Z
Gaz_Analyzer_8,0.614,2022-01-24T07:00:03Z
Gaz_Analyzer_8,0.64,2022-01-24T07:20:03Z
Gaz_Analyzer_8,0.42,2022-01-24T07:40:04Z
Gaz_Analyzer_8,0.28,2022-01-24T08:00:09Z
Gaz_Analyzer_8,0.121,2022-01-24T08:20:03Z
Gaz_Analyzer_8,0.072,2022-01-24T08:40:05Z
Gaz_Analyzer_8,0.083,2022-01-24T09:00:06Z
Gaz_Analyzer_8,0.276,2022-01-24T09:20:03Z
Gaz_Analyzer_8,0.428,2022-01-24T09:40:10Z
Gaz_Analyzer_8,0.389,2022-01-24T10:00:04Z
Gaz_Analyzer_8,0.074,2022-01-24T10:20:04Z
Gaz_Analyzer_8,0.055,2022-01-24T10:40:07Z
Gaz_Analyzer_8,0.061,2022-01-24T11:00:08Z
Gaz_Analyzer_8,0.057,2022-01-24T11:20:05Z
Gaz_Analyzer_8,0.055,2022-01-24T11:40:03Z
Gaz_Analyzer_8,0.074,2022-01-24T12:00:05Z
Gaz_Analyzer_8,0.07,2022-01-24T12:20:03Z
Gaz_Analyzer_8,0.061,2022-01-24T12:40:04Z
Gaz_Analyzer_8,0.102,2022-01-24T13:00:05Z
Gaz_Analyzer_8,0.109,2022-01-24T13:20:03Z
Gaz_Analyzer_8,0.076,2022-01-24T13:40:04Z
Gaz_Analyzer_8,0.072,2022-01-24T14:00:04Z
Gaz_Analyzer_8,0.073,2022-01-24T14:20:02Z
Gaz_Analyzer_8,0.072,2022-01-24T14:40:04Z
Gaz_Analyzer_8,0.068,2022-01-24T15:00:05Z
Gaz_Analyzer_8,0.069,2022-01-24T15:20:03Z
Gaz_Analyzer_8,0.077,2022-01-24T15:40:03Z
Gaz_Analyzer_8,0.089,2022-01-24T16:00:03Z
Gaz_Analyzer_8,0.094,2022-01-24T16:20:03Z
Gaz_Analyzer_8,0.11,2022-01-24T16:40:04Z
Gaz_Analyzer_8,0.104,2022-01-24T17:00:03Z
Gaz_Analyzer_8,0.104,2022-01-24T17:20:04Z
Gaz_Analyzer_8,0.109,2022-01-24T17:40:04Z
Gaz_Analyzer_8,0.119,2022-01-24T18:00:03Z
Gaz_Analyzer_8,0.136,2022-01-24T18:20:02Z
Gaz_Analyzer_8,0.146,2022-01-24T18:40:03Z
Gaz_Analyzer_8,0.15,2022-01-24T19:00:03Z
Gaz_Analyzer_8,0.153,2022-01-24T19:20:04Z
Gaz_Analyzer_8,0.138,2022-01-24T19:40:04Z
Gaz_Analyzer_8,0.138,2022-01-24T20:00:05Z
Gaz_Analyzer_8,0.134,2022-01-24T20:20:04Z
Gaz_Analyzer_8,0.143,2022-01-24T20:40:03Z
Gaz_Analyzer_8,0.146,2022-01-24T21:00:04Z
Gaz_Analyzer_8,0.149,2022-01-24T21:20:04Z
Gaz_Analyzer_8,0.154,2022-01-24T21:40:04Z
Gaz_Analyzer_8,0.147,2022-01-24T22:00:02Z
Gaz_Analyzer_8,0.146,2022-01-24T22:20:14Z
Gaz_Analyzer_8,0.154,2022-01-24T22:40:06Z
Gaz_Analyzer_8,0.155,2022-01-24T23:00:06Z
Gaz_Analyzer_8,0.152,2022-01-24T23:20:02Z
Gaz_Analyzer_8,0.155,2022-01-24T23:40:04Z
Gaz_Analyzer_8,0.167,2022-01-25T00:00:05Z
Gaz_Analyzer_8,0.178,2022-01-25T00:20:03Z
Gaz_Analyzer_8,0.178,2022-01-25T00:40:03Z
Gaz_Analyzer_8,0.183,2022-01-25T01:00:05Z
Gaz_Analyzer_8,0.178,2022-01-25T01:20:02Z
Gaz_Analyzer_8,0.169,2022-01-25T01:40:03Z
Gaz_Analyzer_8,0.174,2022-01-25T02:00:04Z
Gaz_Analyzer_8,0.181,2022-01-25T02:20:04Z
Gaz_Analyzer_8,0.186,2022-01-25T02:40:02Z
Gaz_Analyzer_8,0.223,2022-01-25T03:00:02Z
Gaz_Analyzer_8,0.17,2022-01-25T03:20:04Z
Gaz_Analyzer_8,0.214,2022-01-25T03:40:03Z
Gaz_Analyzer_8,0.303,2022-01-25T04:00:04Z
Gaz_Analyzer_8,0.21,2022-01-25T04:20:04Z
Gaz_Analyzer_8,0.18,2022-01-25T04:40:05Z
Gaz_Analyzer_8,0.183,2022-01-25T05:00:07Z
Gaz_Analyzer_8,0.204,2022-01-25T05:20:03Z
Gaz_Analyzer_8,0.207,2022-01-25T05:40:03Z
Gaz_Analyzer_8,0.211,2022-01-25T06:00:05Z
Gaz_Analyzer_8,0.167,2022-01-25T06:20:04Z
Gaz_Analyzer_8,0.141,2022-01-25T06:40:05Z
Gaz_Analyzer_7,0.116,2022-01-14T06:40:04Z
Gaz_Analyzer_7,0.119,2022-01-14T07:00:03Z
Gaz_Analyzer_7,0.13,2022-01-14T07:20:04Z
Gaz_Analyzer_7,0.138,2022-01-14T07:40:02Z
Gaz_Analyzer_7,0.109,2022-01-14T08:00:03Z
Gaz_Analyzer_7,0.095,2022-01-14T08:20:03Z
Gaz_Analyzer_7,0.11,2022-01-14T08:40:04Z
Gaz_Analyzer_7,0.105,2022-01-14T09:00:03Z
Gaz_Analyzer_7,0.115,2022-01-14T09:20:03Z
Gaz_Analyzer_7,0.09,2022-01-14T09:40:02Z
Gaz_Analyzer_7,0.091,2022-01-14T10:00:03Z
Gaz_Analyzer_7,0.094,2022-01-14T10:20:03Z
Gaz_Analyzer_7,0.09,2022-01-14T10:40:03Z
Gaz_Analyzer_7,0.075,2022-01-14T11:00:03Z
Gaz_Analyzer_7,0.082,2022-01-14T11:20:03Z
Gaz_Analyzer_7,0.076,2022-01-14T11:40:03Z
Gaz_Analyzer_7,0.072,2022-01-14T12:00:02Z
Gaz_Analyzer_7,0.065,2022-01-14T12:20:03Z
Gaz_Analyzer_7,0.078,2022-01-14T12:40:02Z
Gaz_Analyzer_7,0.093,2022-01-14T13:00:04Z
Gaz_Analyzer_7,0.092,2022-01-14T13:20:03Z
Gaz_Analyzer_7,0.078,2022-01-14T13:40:03Z
Gaz_Analyzer_7,0.103,2022-01-14T13:54:04Z
Gaz_Analyzer_7,0.103,2022-01-14T13:56:02Z
Gaz_Analyzer_7,0.103,2022-01-14T13:58:03Z
Gaz_Analyzer_7,0.111,2022-01-14T14:20:02Z
Gaz_Analyzer_7,0.13,2022-01-14T14:40:03Z
Gaz_Analyzer_7,0.131,2022-01-14T15:00:03Z
Gaz_Analyzer_7,0.118,2022-01-14T15:20:03Z
Gaz_Analyzer_7,0.11,2022-01-14T15:40:02Z
Gaz_Analyzer_7,0.094,2022-01-14T16:00:04Z
Gaz_Analyzer_7,0.104,2022-01-14T16:20:02Z
Gaz_Analyzer_7,0.106,2022-01-14T16:40:02Z
Gaz_Analyzer_7,0.106,2022-01-14T17:00:04Z
Gaz_Analyzer_7,0.091,2022-01-14T17:20:03Z
Gaz_Analyzer_7,0.1,2022-01-14T17:40:02Z
Gaz_Analyzer_7,0.12,2022-01-14T18:00:03Z
Gaz_Analyzer_7,0.15,2022-01-14T18:20:02Z
Gaz_Analyzer_7,0.102,2022-01-14T18:40:01Z
Gaz_Analyzer_7,0.088,2022-01-14T19:00:02Z
Gaz_Analyzer_7,0.08,2022-01-14T19:20:02Z
Gaz_Analyzer_7,0.086,2022-01-14T19:40:02Z
Gaz_Analyzer_7,0.078,2022-01-14T20:00:04Z
Gaz_Analyzer_7,0.088,2022-01-14T20:20:03Z
Gaz_Analyzer_7,0.086,2022-01-14T20:40:02Z
Gaz_Analyzer_7,0.09,2022-01-14T21:00:02Z
Gaz_Analyzer_7,0.082,2022-01-14T21:20:02Z
Gaz_Analyzer_7,0.086,2022-01-14T21:40:02Z
Gaz_Analyzer_7,0.085,2022-01-14T22:00:02Z
Gaz_Analyzer_7,0.086,2022-01-14T22:20:02Z
Gaz_Analyzer_7,0.085,2022-01-14T22:40:02Z
Gaz_Analyzer_7,0.084,2022-01-14T23:00:03Z
Gaz_Analyzer_7,0.094,2022-01-14T23:20:02Z
Gaz_Analyzer_7,0.091,2022-01-14T23:40:03Z
Gaz_Analyzer_7,0.089,2022-01-15T00:00:04Z
Gaz_Analyzer_7,0.09,2022-01-15T00:20:02Z
Gaz_Analyzer_7,0.087,2022-01-15T00:40:02Z
Gaz_Analyzer_7,0.088,2022-01-15T01:00:02Z
Gaz_Analyzer_7,0.09,2022-01-15T01:20:03Z
Gaz_Analyzer_7,0.08,2022-01-15T01:40:02Z
Gaz_Analyzer_7,0.087,2022-01-15T02:00:02Z
Gaz_Analyzer_7,0.108,2022-01-15T02:20:02Z
Gaz_Analyzer_7,0.107,2022-01-15T02:40:02Z
Gaz_Analyzer_7,0.107,2022-01-15T03:00:02Z
Gaz_Analyzer_7,0.107,2022-01-15T03:20:03Z
Gaz_Analyzer_7,0.102,2022-01-15T03:40:03Z
Gaz_Analyzer_7,0.111,2022-01-15T04:00:02Z
Gaz_Analyzer_7,0.122,2022-01-15T04:20:02Z
Gaz_Analyzer_7,0.123,2022-01-15T04:40:02Z
Gaz_Analyzer_7,0.128,2022-01-15T05:00:02Z
Gaz_Analyzer_7,0.161,2022-01-15T05:20:02Z
Gaz_Analyzer_7,0.17,2022-01-15T05:40:03Z
Gaz_Analyzer_7,0.163,2022-01-15T06:00:02Z
Gaz_Analyzer_7,0.151,2022-01-15T06:20:02Z
Gaz_Analyzer_7,0.169,2022-01-15T06:40:03Z
Gaz_Analyzer_7,0.144,2022-01-15T07:00:03Z
Gaz_Analyzer_7,0.14,2022-01-15T07:20:02Z
Gaz_Analyzer_7,0.152,2022-01-15T07:40:02Z
Gaz_Analyzer_7,0.145,2022-01-15T08:00:02Z
Gaz_Analyzer_7,0.152,2022-01-15T08:20:03Z
Gaz_Analyzer_7,0.132,2022-01-15T08:40:02Z
Gaz_Analyzer_7,0.128,2022-01-15T09:00:02Z
Gaz_Analyzer_7,0.132,2022-01-15T09:20:02Z
Gaz_Analyzer_7,0.154,2022-01-15T09:40:03Z
Gaz_Analyzer_7,0.141,2022-01-15T10:00:02Z
Gaz_Analyzer_7,0.166,2022-01-15T10:20:03Z
Gaz_Analyzer_7,0.174,2022-01-15T10:40:02Z
Gaz_Analyzer_7,0.157,2022-01-15T11:00:02Z
Gaz_Analyzer_7,0.15,2022-01-15T11:20:03Z
Gaz_Analyzer_7,0.133,2022-01-15T11:40:03Z
Gaz_Analyzer_7,0.128,2022-01-15T12:00:03Z
Gaz_Analyzer_7,0.112,2022-01-15T12:20:03Z
Gaz_Analyzer_7,0.082,2022-01-15T12:40:03Z
Gaz_Analyzer_7,0.1,2022-01-15T13:00:03Z
Gaz_Analyzer_7,0.09,2022-01-15T13:20:02Z
Gaz_Analyzer_7,0.086,2022-01-15T13:40:03Z
Gaz_Analyzer_7,0.068,2022-01-15T14:00:02Z
Gaz_Analyzer_7,0.07,2022-01-15T14:20:03Z
Gaz_Analyzer_7,0.072,2022-01-15T14:40:03Z
Gaz_Analyzer_7,0.072,2022-01-15T15:00:04Z
Gaz_Analyzer_7,0.077,2022-01-15T15:20:02Z
Gaz_Analyzer_7,0.076,2022-01-15T15:40:03Z
Gaz_Analyzer_7,0.061,2022-01-15T16:00:02Z
Gaz_Analyzer_7,0.057,2022-01-15T16:20:03Z
Gaz_Analyzer_7,0.054,2022-01-15T16:40:02Z
Gaz_Analyzer_7,0.057,2022-01-15T17:00:03Z
Gaz_Analyzer_7,0.053,2022-01-15T17:20:02Z
Gaz_Analyzer_7,0.057,2022-01-15T17:40:02Z
Gaz_Analyzer_7,0.057,2022-01-15T18:00:03Z
Gaz_Analyzer_7,0.085,2022-01-15T18:20:02Z
Gaz_Analyzer_7,0.101,2022-01-15T18:40:03Z
Gaz_Analyzer_7,0.122,2022-01-15T19:00:02Z
Gaz_Analyzer_7,0.116,2022-01-15T19:20:03Z
Gaz_Analyzer_7,0.094,2022-01-15T19:40:02Z
Gaz_Analyzer_7,0.096,2022-01-15T20:00:03Z
Gaz_Analyzer_7,0.118,2022-01-15T20:20:03Z
Gaz_Analyzer_7,0.136,2022-01-15T20:40:02Z
Gaz_Analyzer_7,0.102,2022-01-15T21:00:03Z
Gaz_Analyzer_7,0.1,2022-01-15T21:20:03Z
Gaz_Analyzer_7,0.095,2022-01-15T21:40:03Z
Gaz_Analyzer_7,0.054,2022-01-15T22:00:02Z
Gaz_Analyzer_7,0.047,2022-01-15T22:20:02Z
Gaz_Analyzer_7,0.053,2022-01-15T22:40:02Z
Gaz_Analyzer_7,0.048,2022-01-15T23:00:03Z
Gaz_Analyzer_7,0.054,2022-01-15T23:20:03Z
Gaz_Analyzer_7,0.054,2022-01-15T23:40:04Z
Gaz_Analyzer_7,0.048,2022-01-16T00:00:03Z
Gaz_Analyzer_7,0.047,2022-01-16T00:20:05Z
Gaz_Analyzer_7,0.047,2022-01-16T00:40:04Z
Gaz_Analyzer_7,0.043,2022-01-16T01:00:37Z
Gaz_Analyzer_7,0.04,2022-01-16T01:20:04Z
Gaz_Analyzer_7,0.039,2022-01-16T01:40:03Z
Gaz_Analyzer_7,0.032,2022-01-16T02:00:02Z
Gaz_Analyzer_7,0.027,2022-01-16T02:20:02Z
Gaz_Analyzer_7,0.018,2022-01-16T02:40:03Z
Gaz_Analyzer_7,0.019,2022-01-16T03:00:03Z
Gaz_Analyzer_7,0.017,2022-01-16T03:20:02Z
Gaz_Analyzer_7,0.022,2022-01-16T03:40:02Z
Gaz_Analyzer_7,0.023,2022-01-16T04:00:02Z
Gaz_Analyzer_7,0.038,2022-01-16T04:20:02Z
Gaz_Analyzer_7,0.04,2022-01-16T04:40:02Z
Gaz_Analyzer_7,0.034,2022-01-16T05:00:02Z
Gaz_Analyzer_7,0.049,2022-01-16T05:20:03Z
Gaz_Analyzer_7,0.051,2022-01-16T05:40:03Z
Gaz_Analyzer_7,0.061,2022-01-16T06:00:02Z
Gaz_Analyzer_7,0.071,2022-01-16T06:20:02Z
Gaz_Analyzer_7,0.042,2022-01-16T06:40:02Z
Gaz_Analyzer_7,0.056,2022-01-16T07:00:03Z
Gaz_Analyzer_7,0.083,2022-01-16T07:20:02Z
Gaz_Analyzer_7,0.095,2022-01-16T07:40:02Z
Gaz_Analyzer_7,0.108,2022-01-16T08:00:03Z
Gaz_Analyzer_7,0.108,2022-01-16T08:20:02Z
Gaz_Analyzer_7,0.069,2022-01-16T08:40:02Z
Gaz_Analyzer_7,0.036,2022-01-16T09:00:03Z
Gaz_Analyzer_7,0.028,2022-01-16T09:20:02Z
Gaz_Analyzer_7,0.025,2022-01-16T09:40:02Z
Gaz_Analyzer_7,0.028,2022-01-16T10:00:03Z
Gaz_Analyzer_7,0.026,2022-01-16T10:20:02Z
Gaz_Analyzer_7,0.035,2022-01-16T10:40:03Z
Gaz_Analyzer_7,0.035,2022-01-16T11:00:03Z
Gaz_Analyzer_7,0.029,2022-01-16T11:20:02Z
Gaz_Analyzer_7,0.038,2022-01-16T11:40:03Z
Gaz_Analyzer_7,0.049,2022-01-16T12:00:02Z
Gaz_Analyzer_7,0.072,2022-01-16T12:20:03Z
Gaz_Analyzer_7,0.112,2022-01-16T12:40:02Z
Gaz_Analyzer_7,0.093,2022-01-16T13:00:02Z
Gaz_Analyzer_7,0.106,2022-01-16T13:20:03Z
Gaz_Analyzer_7,0.079,2022-01-16T13:40:02Z
Gaz_Analyzer_7,0.076,2022-01-16T14:00:03Z
Gaz_Analyzer_7,0.073,2022-01-16T14:20:02Z
Gaz_Analyzer_7,0.065,2022-01-16T14:40:02Z
Gaz_Analyzer_7,0.071,2022-01-16T15:00:03Z
Gaz_Analyzer_7,0.062,2022-01-16T15:20:03Z
Gaz_Analyzer_7,0.063,2022-01-16T15:40:02Z
Gaz_Analyzer_7,0.072,2022-01-16T16:00:03Z
Gaz_Analyzer_7,0.071,2022-01-16T16:20:03Z
Gaz_Analyzer_7,0.07,2022-01-16T16:40:03Z
Gaz_Analyzer_7,0.06,2022-01-16T17:00:03Z
Gaz_Analyzer_7,0.067,2022-01-16T17:20:03Z
Gaz_Analyzer_7,0.067,2022-01-16T17:40:02Z
Gaz_Analyzer_7,0.057,2022-01-16T18:00:02Z
Gaz_Analyzer_7,0.053,2022-01-16T18:20:04Z
Gaz_Analyzer_7,0.058,2022-01-16T18:40:02Z
Gaz_Analyzer_7,0.068,2022-01-16T19:00:03Z
Gaz_Analyzer_7,0.07,2022-01-16T19:20:03Z
Gaz_Analyzer_7,0.074,2022-01-16T19:40:02Z
Gaz_Analyzer_7,0.071,2022-01-16T20:00:02Z
Gaz_Analyzer_7,0.07,2022-01-16T20:20:03Z
Gaz_Analyzer_7,0.077,2022-01-16T20:40:03Z
Gaz_Analyzer_7,0.078,2022-01-16T21:00:03Z
Gaz_Analyzer_7,0.082,2022-01-16T21:20:03Z
Gaz_Analyzer_7,0.08,2022-01-16T21:40:03Z
Gaz_Analyzer_7,0.081,2022-01-16T22:00:02Z
Gaz_Analyzer_7,0.081,2022-01-16T22:20:03Z
Gaz_Analyzer_7,0.074,2022-01-16T22:40:04Z
Gaz_Analyzer_7,0.067,2022-01-16T23:00:03Z
Gaz_Analyzer_7,0.076,2022-01-16T23:20:03Z
Gaz_Analyzer_7,0.071,2022-01-16T23:40:03Z
Gaz_Analyzer_7,0.076,2022-01-17T00:00:03Z
Gaz_Analyzer_7,0.068,2022-01-17T00:20:02Z
Gaz_Analyzer_7,0.066,2022-01-17T00:40:02Z
Gaz_Analyzer_7,0.072,2022-01-17T01:00:03Z
Gaz_Analyzer_7,0.072,2022-01-17T01:20:02Z
Gaz_Analyzer_7,0.073,2022-01-17T01:40:03Z
Gaz_Analyzer_7,0.074,2022-01-17T02:00:03Z
Gaz_Analyzer_7,0.067,2022-01-17T02:20:02Z
Gaz_Analyzer_7,0.065,2022-01-17T02:40:02Z
Gaz_Analyzer_7,0.06,2022-01-17T03:00:04Z
Gaz_Analyzer_7,0.068,2022-01-17T03:20:03Z
Gaz_Analyzer_7,0.063,2022-01-17T03:40:02Z
Gaz_Analyzer_7,0.067,2022-01-17T04:00:04Z
Gaz_Analyzer_7,0.07,2022-01-17T04:20:02Z
Gaz_Analyzer_7,0.07,2022-01-17T04:40:02Z
Gaz_Analyzer_7,0.063,2022-01-17T05:00:04Z
Gaz_Analyzer_7,0.059,2022-01-17T05:20:03Z
Gaz_Analyzer_7,0.054,2022-01-17T05:40:04Z
Gaz_Analyzer_7,0.07,2022-01-17T06:00:03Z
Gaz_Analyzer_7,0.068,2022-01-17T06:20:04Z
Gaz_Analyzer_7,0.058,2022-01-17T06:40:02Z
Gaz_Analyzer_7,0.048,2022-01-17T07:00:03Z
Gaz_Analyzer_7,0.037,2022-01-17T07:20:03Z
Gaz_Analyzer_7,0.028,2022-01-17T07:40:07Z
Gaz_Analyzer_7,0.023,2022-01-17T08:00:04Z
Gaz_Analyzer_7,0.026,2022-01-17T08:20:04Z
Gaz_Analyzer_7,0.021,2022-01-17T08:40:03Z
Gaz_Analyzer_7,0.024,2022-01-17T09:00:04Z
Gaz_Analyzer_7,0.025,2022-01-17T09:20:02Z
Gaz_Analyzer_7,0.032,2022-01-17T09:40:04Z
Gaz_Analyzer_7,0.032,2022-01-17T10:00:04Z
Gaz_Analyzer_7,0.032,2022-01-17T10:20:03Z
Gaz_Analyzer_7,0.03,2022-01-17T10:40:03Z
Gaz_Analyzer_7,0.037,2022-01-17T11:00:03Z
Gaz_Analyzer_7,0.027,2022-01-17T11:20:03Z
Gaz_Analyzer_7,0.029,2022-01-17T11:40:03Z
Gaz_Analyzer_7,0.029,2022-01-17T12:00:02Z
Gaz_Analyzer_7,0.014,2022-01-17T12:20:03Z
Gaz_Analyzer_7,0.008,2022-01-17T12:40:02Z
Gaz_Analyzer_7,0.01,2022-01-17T13:00:02Z
Gaz_Analyzer_7,0.012,2022-01-17T13:20:02Z
Gaz_Analyzer_7,0.021,2022-01-17T13:40:02Z
Gaz_Analyzer_7,0.023,2022-01-17T14:00:02Z
Gaz_Analyzer_7,0.022,2022-01-17T14:20:03Z
Gaz_Analyzer_7,0.017,2022-01-17T14:40:03Z
Gaz_Analyzer_7,0.021,2022-01-17T15:00:03Z
Gaz_Analyzer_7,0.026,2022-01-17T15:20:03Z
Gaz_Analyzer_7,0.012,2022-01-17T15:40:03Z
Gaz_Analyzer_7,0.013,2022-01-17T16:00:03Z
Gaz_Analyzer_7,0.016,2022-01-17T16:20:02Z
Gaz_Analyzer_7,0.012,2022-01-17T16:40:02Z
Gaz_Analyzer_7,0.011,2022-01-17T17:00:08Z
Gaz_Analyzer_7,0.01,2022-01-17T17:20:02Z
Gaz_Analyzer_7,0.012,2022-01-17T17:40:04Z
Gaz_Analyzer_7,0.015,2022-01-17T18:00:04Z
Gaz_Analyzer_7,0.013,2022-01-17T18:20:02Z
Gaz_Analyzer_7,0.011,2022-01-17T18:40:04Z
Gaz_Analyzer_7,0.009,2022-01-17T19:00:03Z
Gaz_Analyzer_7,0.007,2022-01-17T19:20:03Z
Gaz_Analyzer_7,0.01,2022-01-17T19:40:03Z
Gaz_Analyzer_7,0.01,2022-01-17T20:00:02Z
Gaz_Analyzer_7,0.011,2022-01-17T20:20:02Z
Gaz_Analyzer_7,0.016,2022-01-17T20:40:02Z
Gaz_Analyzer_7,0.02,2022-01-17T21:00:02Z
Gaz_Analyzer_7,0.022,2022-01-17T21:20:02Z
Gaz_Analyzer_7,0.024,2022-01-17T21:40:02Z
Gaz_Analyzer_7,0.021,2022-01-17T22:00:03Z
Gaz_Analyzer_7,0.024,2022-01-17T22:20:05Z
Gaz_Analyzer_7,0.035,2022-01-17T22:40:02Z
Gaz_Analyzer_7,0.043,2022-01-17T23:00:03Z
Gaz_Analyzer_7,0.036,2022-01-17T23:20:03Z
Gaz_Analyzer_7,0.028,2022-01-17T23:40:02Z
Gaz_Analyzer_7,0.033,2022-01-18T00:00:04Z
Gaz_Analyzer_7,0.036,2022-01-18T00:20:03Z
Gaz_Analyzer_7,0.034,2022-01-18T00:40:03Z
Gaz_Analyzer_7,0.032,2022-01-18T01:00:02Z
Gaz_Analyzer_7,0.028,2022-01-18T01:20:05Z
Gaz_Analyzer_7,0.021,2022-01-18T01:40:02Z
Gaz_Analyzer_7,0.018,2022-01-18T02:00:03Z
Gaz_Analyzer_7,0.012,2022-01-18T02:20:03Z
Gaz_Analyzer_7,0.012,2022-01-18T02:40:02Z
Gaz_Analyzer_7,0.011,2022-01-18T03:00:03Z
Gaz_Analyzer_7,0.008,2022-01-18T03:20:05Z
Gaz_Analyzer_7,0.012,2022-01-18T03:40:02Z
Gaz_Analyzer_7,0.015,2022-01-18T04:00:04Z
Gaz_Analyzer_7,0.024,2022-01-18T04:20:02Z
Gaz_Analyzer_7,0.016,2022-01-18T04:40:03Z
Gaz_Analyzer_7,0.013,2022-01-18T05:00:06Z
Gaz_Analyzer_7,0.026,2022-01-18T05:20:03Z
Gaz_Analyzer_7,0.017,2022-01-18T05:40:03Z
Gaz_Analyzer_7,0.02,2022-01-18T06:00:03Z
Gaz_Analyzer_7,0.02,2022-01-18T06:20:02Z
Gaz_Analyzer_7,0.021,2022-01-18T06:40:03Z
Gaz_Analyzer_7,0.021,2022-01-18T07:00:03Z
Gaz_Analyzer_7,0.022,2022-01-18T07:20:02Z
Gaz_Analyzer_7,0.019,2022-01-18T07:40:03Z
Gaz_Analyzer_7,0.026,2022-01-18T08:00:02Z
Gaz_Analyzer_7,0.031,2022-01-18T08:20:03Z
Gaz_Analyzer_7,0.03,2022-01-18T08:40:03Z
Gaz_Analyzer_7,0.033,2022-01-18T09:00:04Z
Gaz_Analyzer_7,0.029,2022-01-18T09:20:03Z
Gaz_Analyzer_7,0.03,2022-01-18T09:40:02Z
Gaz_Analyzer_7,0.03,2022-01-18T10:00:05Z
Gaz_Analyzer_7,0.031,2022-01-18T10:20:04Z
Gaz_Analyzer_7,0.026,2022-01-18T10:40:02Z
Gaz_Analyzer_7,0.03,2022-01-18T11:00:02Z
Gaz_Analyzer_7,0.031,2022-01-18T11:20:03Z
Gaz_Analyzer_7,0.032,2022-01-18T11:40:04Z
Gaz_Analyzer_7,0.037,2022-01-18T12:00:05Z
Gaz_Analyzer_7,0.038,2022-01-18T12:20:03Z
Gaz_Analyzer_7,0.042,2022-01-18T12:40:02Z
Gaz_Analyzer_7,0.042,2022-01-18T13:00:02Z
Gaz_Analyzer_7,0.039,2022-01-18T13:20:02Z
Gaz_Analyzer_7,0.048,2022-01-18T13:40:02Z
Gaz_Analyzer_7,0.052,2022-01-18T14:00:03Z
Gaz_Analyzer_7,0.062,2022-01-18T14:20:03Z
Gaz_Analyzer_7,0.061,2022-01-18T14:40:04Z
Gaz_Analyzer_7,0.056,2022-01-18T15:00:03Z
Gaz_Analyzer_7,0.051,2022-01-18T15:20:03Z
Gaz_Analyzer_7,0.051,2022-01-18T15:40:02Z
Gaz_Analyzer_7,0.057,2022-01-18T16:00:03Z
Gaz_Analyzer_7,0.056,2022-01-18T16:20:03Z
Gaz_Analyzer_7,0.058,2022-01-18T16:40:02Z
Gaz_Analyzer_7,0.06,2022-01-18T17:00:03Z
Gaz_Analyzer_7,0.065,2022-01-18T17:20:02Z
Gaz_Analyzer_7,0.052,2022-01-18T17:40:03Z
Gaz_Analyzer_7,0.052,2022-01-18T18:00:03Z
Gaz_Analyzer_7,0.05,2022-01-18T18:20:01Z
Gaz_Analyzer_7,0.058,2022-01-18T18:40:02Z
Gaz_Analyzer_7,0.056,2022-01-18T19:00:03Z
Gaz_Analyzer_7,0.051,2022-01-18T19:20:02Z
Gaz_Analyzer_7,0.047,2022-01-18T19:40:04Z
Gaz_Analyzer_7,0.048,2022-01-18T20:00:02Z
Gaz_Analyzer_7,0.05,2022-01-18T20:20:03Z
Gaz_Analyzer_7,0.046,2022-01-18T20:40:03Z
Gaz_Analyzer_7,0.045,2022-01-18T21:00:03Z
Gaz_Analyzer_7,0.05,2022-01-18T21:20:04Z
Gaz_Analyzer_7,0.045,2022-01-18T21:40:02Z
Gaz_Analyzer_7,0.045,2022-01-18T22:00:02Z
Gaz_Analyzer_7,0.044,2022-01-18T22:20:03Z
Gaz_Analyzer_7,0.044,2022-01-18T22:40:03Z
Gaz_Analyzer_7,0.049,2022-01-18T23:00:04Z
Gaz_Analyzer_7,0.056,2022-01-18T23:20:02Z
Gaz_Analyzer_7,0.053,2022-01-18T23:40:02Z
Gaz_Analyzer_7,0.054,2022-01-19T00:00:03Z
Gaz_Analyzer_7,0.06,2022-01-19T00:20:02Z
Gaz_Analyzer_7,0.061,2022-01-19T00:40:02Z
Gaz_Analyzer_7,0.055,2022-01-19T01:00:05Z
Gaz_Analyzer_7,0.052,2022-01-19T01:20:03Z
Gaz_Analyzer_7,0.049,2022-01-19T01:40:02Z
Gaz_Analyzer_7,0.052,2022-01-19T02:00:03Z
Gaz_Analyzer_7,0.048,2022-01-19T02:20:02Z
